?x	?p	?y
<http://purl.obolibrary.org/obo/CHEBI_29337>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_29340>
<http://purl.obolibrary.org/obo/CHEBI_16716>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_48355>
<http://purl.obolibrary.org/obo/CHEBI_64898>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_33708>
<http://purl.obolibrary.org/obo/CHEBI_61249>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_28230>
<http://purl.obolibrary.org/obo/CHEBI_17821>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_77746>
<http://purl.obolibrary.org/obo/CHEBI_32504>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_28044>
<http://purl.obolibrary.org/obo/CHEBI_28901>	<http://purl.obolibrary.org/obo/chebi#has_functional_parent>	<http://purl.obolibrary.org/obo/CHEBI_41189>
<http://purl.obolibrary.org/obo/CHEBI_29985>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_24319>
<http://purl.obolibrary.org/obo/CHEBI_31011>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_76924>
<http://purl.obolibrary.org/obo/CHEBI_46790>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_46787>
<http://purl.obolibrary.org/obo/CHEBI_39179>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_63490>
<http://purl.obolibrary.org/obo/CHEBI_33302>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_33300>
<http://purl.obolibrary.org/obo/CHEBI_32486>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_76924>
<http://purl.obolibrary.org/obo/CHEBI_28938>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_76971>
<http://purl.obolibrary.org/obo/CHEBI_26709>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_63247>
<http://purl.obolibrary.org/obo/CHEBI_25348>	<http://purl.obolibrary.org/obo/chebi#has_functional_parent>	<http://purl.obolibrary.org/obo/CHEBI_15318>
<http://purl.obolibrary.org/obo/CHEBI_27732>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_67114>
